#############################################;;;;;;;;;;;;;;x
#Brittania;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV745;Labro;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV746;Luca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV747;Saena Iulia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV748;Cosa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV750;Urbs Vetus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV751;Spoletum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV754;Neapolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV755;Salernum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV756;Barium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV757;Fovea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV758;Brundisium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV759;Rhegium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV760;Consentia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV761;Tarentum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV762;Panormus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV763;Messana;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV764;Syracusae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV768;Sancticum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV769;Emona;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV770;Parentium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV771;Siscia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV772;Sublimium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV773;Curicta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV774;Senia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV775;Andautonia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV776;Carlostadium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV777;Koprivnica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV778;Frapanii;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV779;Mursa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV780;Spalatum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV781;Iader;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV782;Raugia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV783;Bosnensis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV784;Raetinium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV785;Usora;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV786;Capedunum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV787;Ramia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV788;Culmen;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV789;Delminium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV793;Crisium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2567;Gaeta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3252;Magia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3255;Cuneum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3258;Beneventum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3259;Acernum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3260;Teate;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Byzantine Empire;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV675;Tomis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV794;Singidounon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV795;Bononia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV796;Kula;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV797;Zemlin;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV799;Naissos;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV800;Birziminium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV802;Rascia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV803;Dioclea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV804;Arsa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV806;Strymon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV807;Voutelion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV808;Deuterus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV809;Rila;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV811;Epirus Nova;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV812;Serdica;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV813;Dorostotum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV815;Philippopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV816;Augusta;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV817;Mesembria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV818;Cavarna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV828;Adrianopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV829;Xantheia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV830;Didymoteichon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV849;Kastoria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV850;Askrivion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV851;Dyrakium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV852;Vlore;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV853;Angyrokastron;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV858;Thrake;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV859;Kalipolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV861;Xalsedon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV862;Nicomedia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV863;Nicaea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV864;Kyzikus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV865;Pigai;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV866;Philadelphia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV867;Kotaion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV868;Dorylaion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV869;Smyrna;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV870;Pholaia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV871;Sardes;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV872;Telmissus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV873;Ikonion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV874;Synnada;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV875;Ataleia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV876;Ankyron;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV877;Anastasipolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV878;Caesaria;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV879;Koloneia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV880;Narsopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV881;Herakleia;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV882;Trapezous;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV883;Sinope;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV897;Beroea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV901;Magarisu;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV903;Heliopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV904;Callinicum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV905;Antaradus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV913;Berytus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV914;Sidon;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV916;Ptolemais Akko;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV917;Hierosolyma;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1735;Barca;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1737;Darnis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1745;Heliopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1746;Thmuis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1747;Arhribis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1748;Tanis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1749;Arsinoe;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1750;Krokodilopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1752;Paraetonium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1753;Antipyrgos;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1756;Rhinocorura;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1755;Pelusium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1757;At Tur;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1759;Amun;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1760;Kharga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1762;Panopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1763;Antinoopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1764;Lykopolis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1765;Phiom;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1767;Thebai;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1768;Philae;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1769;Coptos;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1771;Berenice;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1766;Pselchis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2259;Ptolemais Hermiou;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2563;Deccani;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2577;Pec;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2583;Antivarion;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2782;Zeta;;;;;;;;;;;;;;;;;;;;;;;;;;;
#############################################;;;;;;;;;;;;;;x
#Vandal Kingdom;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
PROV765;Caralis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1680;Toklosad;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1681;Volubilis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1682;Faqa;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1683;Metagonitensis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1684;Lemnis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1685;Lixus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1686;Tingis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1687;Septem;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1688;Rusaddir;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1690;Anfawan;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1691;Sala;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1700;Icosium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1701;Thuccensis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1702;Lambaesis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1704;Iol Caesarea;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1705;Syrorum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1706;Sigus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1712;Limes Thigensium;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1720;Theveste;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1726;Zarytus;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1727;Thugga;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1728;Adramentum;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1729;Bezereos;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1730;Githis;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1731;Tillibari;;;;;;;;;;;;;;;;;;;;;;;;;;;
