#############################################;;;;;;;;;;;;;;x
#State Localisations - Africa;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
FRA_1962;East Cameroons;;;;;;;;;;;;;x;;
FRA_1965;Ubangi-Shari;;;;;;;;;;;;;x;;
FRA_1824;Chad;;;;;;;;;;;;;x;;
FRA_1818;Wadai;;;;;;;;;;;;;x;;
FRA_1812;Air;;;;;;;;;;;;;x;;
FRA_1815;Damergu;;;;;;;;;;;;;x;;
ENG_1923;Yoruba States;;;;;;;;;;;;;x;;
ENG_1931;Niger Delta;;;;;;;;;;;;;x;;
ENG_1934;Igboland;;;;;;;;;;;;;x;;
ENG_1928;Benin;;;;;;;;;;;;;x;;
ENG_1944;Gombe;;;;;;;;;;;;;x;;
ENG_1950;Adamawa;;;;;;;;;;;;;x;;
ENG_1816;Bornu;;;;;;;;;;;;;x;;
SOK_1948;Hausaland;;;;;;;;;;;;;x;;
SOK_1939;Eastern Hausaland;;;;;;;;;;;;;x;;
SOK_1808;Niger;;;;;;;;;;;;;x;;
GER_1914;East Togoland;;;;;;;;;;;;;x;;
GER_1916;West Togoland;;;;;;;;;;;;;x;;
FRA_1919;Dahmoney;;;;;;;;;;;;;x;;
ENG_1907;Gold Coast;;;;;;;;;;;;;x;;
ENG_1910;Ashanti;;;;;;;;;;;;;x;;
ENG_1912;Wa;;;;;;;;;;;;;x;;
FRA_1905;Lower Volta;;;;;;;;;;;;;x;;
FRA_1901;Upper Volta;;;;;;;;;;;;;x;;
FRA_1894;East Ivory Coast;;;;;;;;;;;;;x;;
FRA_1895;West Ivory Coast;;;;;;;;;;;;;x;;
FRA_1805;Gao;;;;;;;;;;;;;x;;
FRA_1803;Timbuktu;;;;;;;;;;;;;x;;
FRA_1804;Eastern Mali;;;;;;;;;;;;;x;;
FRA_1800;Western Mali;;;;;;;;;;;;;x;;
FRA_1796;Upper Senegal;;;;;;;;;;;;;x;;
FRA_1792;Casamance;;;;;;;;;;;;;x;;
FRA_1783;Senegal;;;;;;;;;;;;;x;;
POR_1877;Guiné-Bissau;;;;;;;;;;;;;x;;
ENG_1785;Gambia;;;;;;;;;;;;;x;;
LIB_1887;Liberia;;;;;;;;;;;;;x;;
ENG_1884;Sierra Leone;;;;;;;;;;;;;x;;
TRI_1734;Cyrenaica;;;;;;;;;;;;;x;;
TRI_1731;Tripolitania;;;;;;;;;;;;;x;;
TRI_1738;Libya;;;;;;;;;;;;;x;;
EGY_1752;Western Desert;;;;;;;;;;;;;x;;
EGY_1745;Lower Egypt;;;;;;;;;;;;;x;;
EGY_1756;Sinai;;;;;;;;;;;;;x;;
EGY_1765;Middle Egypt;;;;;;;;;;;;;x;;
EGY_1770;Red Sea Coast;;;;;;;;;;;;;x;;
EGY_1767;Upper Egypt;;;;;;;;;;;;;x;;
EGY_1835;Dongola;;;;;;;;;;;;;x;;
EGY_1827;Sudan;;;;;;;;;;;;;x;;
MAD_2115;Merina;;;;;;;;;;;;;x;;
MAD_2119;Betsimisaraka;;;;;;;;;;;;;x;;
MAD_2122;Sakalava;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Ottoman Empire and Middle East;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
TUR_674;Skythia Minor;;;;;;;;;;;;;x;;
TUR_788;Andautonia;;;;;;;;;;;;;x;;
TUR_805;Macedonia;;;;;;;;;;;;;x;;
TUR_810;Thrace;;;;;;;;;;;;;x;;
TUR_860;Europa;;;;;;;;;;;;;x;;
TUR_863;Asia;;;;;;;;;;;;;x;;
TUR_876;Galatia;;;;;;;;;;;;;x;;
TUR 875;Cilicia;;;;;;;;;;;;;x;;
TUR_873;Adana;;;;;;;;;;;;;x;;
TUR_853;Illyria;;;;;;;;;;;;;x;;
TUR_884;Pontus;;;;;;;;;;;;;x;;
TUR_879;Cappadocia;;;;;;;;;;;;;x;;
TUR_885;Pontus Polemoniacus;;;;;;;;;;;;;x;;
TUR_887;Erzerum;;;;;;;;;;;;;x;;
TUR_889;Coloniea;;;;;;;;;;;;;x;;
TUR_902;Syria;;;;;;;;;;;;;x;;
EGY_910;Nabatea;;;;;;;;;;;;;x;;
TUR_913;Phonecia;;;;;;;;;;;;;x;;
TUR_923;Assyria;;;;;;;;;;;;;x;;
TUR_926;Mesopotamia;;;;;;;;;;;;;x;;
TUR_932;Meshan;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Arabia;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
YEM_1173;Hadramaut;;;;;;;;;;;;;x;;
YEM_1178;Yemen;;;;;;;;;;;;;x;;
YEM_1412;Aden;;;;;;;;;;;;;x;;
NEJ_1160;Jabal Shammar;;;;;;;;;;;;;x;;
NEJ_1157;Nejd;;;;;;;;;;;;;x;;
NEJ_1164;Al Hasa;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Pacific;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
HAW_658;Hawaiian Islands;;;;;;;;;;;;;x;;
NET_1454;Western New Guinea;;;;;;;;;;;;;x;;
USA_2623;Midway;;;;;;;;;;;;;x;;
USA_2524;Wake Island;;;;;;;;;;;;;x;;
SPA_2518;Marianas Islands;;;;;;;;;;;;;x;;
GER_2519;Caroline Islands;;;;;;;;;;;;;x;;
ENG_2522;Marshall and Gilbert Islands;;;;;;;;;;;;;x;;
GER_2537;Bismarck Archipelago;;;;;;;;;;;;;x;;
ENG_2534;Solomon Islands;;;;;;;;;;;;;x;;
FRA_1097;New Caledonia;;;;;;;;;;;;;x;;
ENG_2454;Fiji;;;;;;;;;;;;;x;;
ENG_2540;Tonga;;;;;;;;;;;;;x;;
USA_2543;Samoa;;;;;;;;;;;;;x;;
ENG_2541;Western Polynesia;;;;;;;;;;;;;x;;
ENG_2545;Central Polynesia;;;;;;;;;;;;;x;;
FRA_801;Eastern Polynesia;;;;;;;;;;;;;x;;
ENG_2552;Pitcairn Island;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - East Indies;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
ATJ_1405;Banda Aceh;;;;;;;;;;;;;x;;
NET_1398;Jambi;;;;;;;;;;;;;x;;
NET_1399;Palembang;;;;;;;;;;;;;x;;
NET_1426;Pontianak;;;;;;;;;;;;;x;;
NET_1423;Banjarmasin;;;;;;;;;;;;;x;;
NET_1414;West Java;;;;;;;;;;;;;x;;
NET_1417;East Java;;;;;;;;;;;;;x;;
NET_1430;Sulawesi;;;;;;;;;;;;;x;;
BAL_1438;Lesser Sundas;;;;;;;;;;;;;x;;
POR_1446;Timor;;;;;;;;;;;;;x;;
NET_1449;Moluccas;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Europe;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
ENG_854;Malta;;;;;;;;;;;;;x;;
ENG_264;Leinster;;;;;;;;;;;;;x;;
ENG_258;Connacht;;;;;;;;;;;;;x;;
ENG_301;Kent;;;;;;;;;;;;;x;;
ENG_517;Pillars of Hercules;;;;;;;;;;;;;x;;
FRA_473;Corsica;;;;;;;;;;;;;x;;
BEL_390;Belgica;;;;;;;;;;;;;x;;
NET_379;Germania Inferior;;;;;;;;;;;;;x;;
AUS_2538;Vojvodina;;;;;;;;;;;;;x;;
SWI_605;Sequii;;;;;;;;;;;;;x;;
SWI_603;Raetia;;;;;;;;;;;;;x;;
AUS_619;Noricum;;;;;;;;;;;;;x;;
AUS_623;Pannonia Superior;;;;;;;;;;;;;x;;
WAL_665;Moesia Inferior;;;;;;;;;;;;;x;;
AUS_654;Dacia Superior;;;;;;;;;;;;;x;;
AUS_657;Dacia Inferior;;;;;;;;;;;;;x;;
MOL_673;Skythia Superior;;;;;;;;;;;;;x;;
AUS_734;Tridentum;;;;;;;;;;;;;x;;
AUS_736;Friuli;Frioul;Friaul;;Friuli;;;;;;;;;x;;;;
AUS_771;Dalmatia;;;;;;;;;;;;;x;;
AUS_768;Pannonia Inferior;;;;;;;;;;;;;x;;
AUS_778;Histria;;;;;;;;;x;;;;
AUS_781;North Dalmatia;La Dalmatie du Nord;Nord-Dalmatien;;Dalmacia del norte;;;;;;;;;x;;;;
AUS_780;South Dalmatia;Dalmatie du Sud;Süd-Dalmatien;;Dalmacia del sur;;;;;;;;;x;;;;
SER_794;Moesia Superior;;;;;;;;;x;;;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Spain;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
SPA_477;Emertia;;;;;;;;;;;;;x;;
SPA_487;Carthago Superior;;;;;;;;;;;;;x;;
SPA_492;Vasconia;;;;;;;;;;;;;x;;
SPA_498;Barcinensis;;;;;;;;;;;;;x;;
SPA_503;Carthago Inferior;;;;;;;;;;;;;x;;
SPA_504;Tarraconensis;;;;;;;;;;;;;x;;
SPA_512;Gaditanus;;;;;;;;;;;;;x;;
SPA_513;Hispalensis;;;;;;;;;;;;;x;;
POR_518;Bracarensis;;;;;;;;;;;;;x;;
POR_521;Scalabitanus;;;;;;;;;;;;;x;;
POR_525;Pacensis;;;;;;;;;;;;;x;;
POR 1876;Cape Verde;;;;;;;;;;;;;x;;
POR_2134;Azores;;;;;;;;;;;;;x;;
POR_2135;Madeira;;;;;;;;;;;;;x;;
POR_2136;Canary Islands;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Britan;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
ENG_266;Caledonia;;;;;;;;;;;;;x;;
ENG_271;Scotia;;;;;;;;;;;;;x;;
ENG_273;Cymru;;;;;;;;;;;;;x;;
ENG_277;Mamucium;;;;;;;;;;;;;x;;
ENG_280;Britannia Secunda;;;;;;;;;;;;;x;;
ENG_284;Britannia Prima;;;;;;;;;;;;;x;;
ENG_291;Iceni;;;;;;;;;;;;;x;;
ENG_296;Dumnonia;;;;;;;;;;;;;x;;
ENG_300;Maxima Caesariensis;;;;;;;;;;;;;x;;
ENG_301;Cantium;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - France;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
NET_379;Germania Inferior;;;;;;;;;;;;;x;;
BEL_387;Salia;;;;;;;;;;;;;x;;
FRA_399;Camaracum;;;;;;;;;;;;;x;;
FRA_404;Durocotorum;;;;;;;;;;;;;x;;
FRA_404;Mosiana;;;;;;;;;;;;;x;;
FRA_411;Verodunum;;;;;;;;;;;;;x;;
FRA_412;Rhenus;;;;;;;;;;;;;x;;
FRA_418;Novidounum;;;;;;;;;;;;;x;;
FRA_420;Armorcia;;;;;;;;;;;;;x;;
FRA_425;Gallia;;;;;;;;;;;;;x;;
FRA_428;Burgundia;;;;;;;;;;;;;x;;
FRA_435;Celtica;;;;;;;;;;;;;x;;
FRA_438;Avaricum;;;;;;;;;;;;;x;;
FRA_442;Pictavium;;;;;;;;;;;;;x;;
FRA_445;Limonum;;;;;;;;;;;;;x;;
FRA_448;Aquitanica;;;;;;;;;;;;;x;;
FRA_451;Lugdunum;;;;;;;;;;;;;x;;
FRA_455;Tolosa;;;;;;;;;;;;;x;;
FRA_458;Novempopulana;;;;;;;;;;;;;x;;
FRA_461;Narbonensis;;;;;;;;;;;;;x;;
FRA_467;Massalia;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Italy;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
SAR_720;Liguria;;;;;;;;;;;;;x;;
AUS_726;Annonaria;;;;;;;;;;;;;x;;
AUS_729;Venetia;;;;;;;;;;;;;x;;
PAP_741;Flaminia;;;;;;;;;;;;;x;;
SIC_756;Apulia-Lucania;;;;;;;;;;;;;x;;
PAP_752;Latium-Campania;;;;;;;;;;;;;x;;
ITA_753;Picenum-Samnium;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Germany;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
HAN_538;East Friesland;;;;;;;;;;;;;x;;
HAN_536;Hannover-Brunswick;;;;;;;;;;;;;x;;
HAM_528;Lower Elbe;;;;;;;;;;;;;x;;
SCH_370;Schleswig;;;;;;;;;;;;;x;;
HOL_369;Holstein;;;;;;;;;;;;;x;;
GER_533;Heligoland;;;;;;;;;;;;;x;;
MEC_545;Mecklenburg;;;;;;;;;;;;;x;;
PRU_572;Germania Superior;;;;;;;;;;;;;x;;
PRU_575;Ripuria;;;;;;;;;;;;;x;;
PRU_679;Hinterpommern;Poméranie plus loin;Hinterpommern;;Más adelante Pomerania;;;;;;;;;x;;;;
PRU_578;Mittelrhein;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Russia;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
RUS_2622;Chukotka;;;;;;;;;;;;;x;;
RUS_2647;Indigirka;;;;;;;;;;;;;x;;
RUS_2673;Olenyok;;;;;;;;;;;;;x;;
RUS_2621;Kolyma;;;;;;;;;;;;;x;;
RUS_2680;Evenkia;;;;;;;;;;;;;x;;
RUS_2614;Yamalia;;;;;;;;;;;;;x;;
RUS_1066;Tobolsk;;;;;;;;;;;;;x;;
RUS_1077;Krasnoyarsk;;;;;;;;;;;;;x;;
RUS_2683;Yugra;;;;;;;;;;;;;x;;
RUS_2648;Yakutsk;;;;;;;;;;;;;x;;
RUS_1074;Kamchatka;;;;;;;;;;;;;x;;
RUS_1075;Irkutsk;;;;;;;;;;;;;x;;
RUS_1063;Tomsk;;;;;;;;;;;;;x;;
RUS_1058;Ural;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Scandinavia;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
SWE_313;Sør-Norge;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - China;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
CHI_1481;Port Arthur;;;;;;;;;;;;;x;;
CHI_1569;Weihaiwei;;;;;;;;;;;;;x;;
CHI_1566;Qingdao;;;;;;;;;;;;;x;;
CHI_1538;Shanghai;;;;;;;;;;;;;x;;
CHI_1606;Jiaxing;;;;;;;;;;;;;x;;
CHI_1608;Ningbo;;;;;;;;;;;;;x;;
CHI_1501;Hainan;;;;;;;;;;;;;x;;
CHI_3249;Guangzhouwan;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Japan;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
JAP_1638;Chugoku;;;;;;;;;;;;;x;;
JAP_1665;Shikoku;;;;;;;;;;;;;x;;
JAP_1645;Hokuriku;;;;;;;;;;;;;x;;
JAP_1678;Okinawa;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - North America;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
ENG_71;Maritimes;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Central America;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
UCA_2192;San Salvador;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - South America;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
BRZ_2422;Goiás;;;;;;;;;;;;;x;;
BRZ_2427;Piaui;;;;;;;;;;;;;x;;
PEU_2295;Lima;;;;;;;;;;;;;x;;
PEU_2302;Ucayali y Cusco;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Mexico;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
MEX_2137;Sonora y Baja;;;;;;;;;;;;;x;;
MEX_2166;Sinaloa y Jalisco;;;;;;;;;;;;;x;;
MEX_2158;Zacatecas;;;;;;;;;;;;;x;;
MEX_2159;San Luis Potosi;;;;;;;;;;;;;x;;
MEX_2151;Coahuila y Nuevo León;;;;;;;;;;;;;x;;
MEX_2153;Durango;;;;;;;;;;;;;x;;
MEX_2150;Veracruz y Tamaulipas;;;;;;;;;;;;;x;;
MEX_2179;Guerrero y Michoacán;;;;;;;;;;;;;x;;
MEX_2172;México y Puebla;;;;;;;;;;;;;x;;
MEX_2177;Oaxaca y Chiapas;;;;;;;;;;;;;x;;
#############################################;;;;;;;;;;;;;;x
#State Localisations - Other;;;;;;;;;;;;;;x
#############################################;;;;;;;;;;;;;;x
ENG_2128;Diego Garcia;;;;;;;;;;;;;x;;
